Fuel _Type_Code,Station_Name,Street_Address,City,State,ZIP,Station_Phone,Access_Days_Time,Cards_Accepted,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,Geocode_Status,Latitude,Longitude,EV_Connector_Types,Country,Facility_Type,E85_Other_Ethanol_Blends
ELEC,University of Delaware - Drake Lab,Quaesita Drake Hal,Newark,DE,19716,302-831-2792,24 hours daily,A D Debit M V,,2,,GPS,39.67945053,-75.75019076,J1772,US,COLLEGE_CAMPUS,
ELEC,University of Delaware - Hullihen Hall,175 S College Ave,Newark,DE,19716,302-831-2792,24 hours daily,A D Debit M V,,1,,GPS,39.67969753,-75.75324826,J1772,US,COLLEGE_CAMPUS,
ELEC,University of Delaware - Robinson Hall,272 The Green #111,Newark,DE,19716,302-831-2792,24 hours daily,A D Debit M V,,2,,GPS,39.67605375,-75.75273028,J1772,US,COLLEGE_CAMPUS,
ELEC,Perkins Student Center Parking Garage,401 Academy St,Newark,DE,19716,302-831-2792,24 hours daily,A D Debit M V,,1,,GPS,39.6764214,-75.74912884,J1772,US,PARKING_GARAGE,
ELEC,Winner Volkswagen,1387 N Dupont Hwy,Dover,DE,19901,302-601-4091,24 hours daily,A D Debit M V,,1,,GPS,39.19190516,-75.54361498,J1772,US,CAR_DEALER,
ELEC,Winner Ford,591 S Dupont Hwy,Dover,DE,19901,302-877-2489,24 hours daily,A D Debit M V,,2,,GPS,39.15255616,-75.51290057,J1772,US,CAR_DEALER,
ELEC,Hertrich Ford of Milford,1427 Bay Rd,Milford,DE,19963,302-422-8071,24 hours daily,A D Debit M V,,1,,GPS,38.95937595,-75.4306042,J1772,US,CAR_DEALER,
ELEC,Burton Chevrolet of Milford,793 Bay Rd,Milford,DE,19963,302-297-8181,24 hours daily,A D Debit M V,,2,,GPS,38.95071376,-75.4270613,J1772,US,CAR_DEALER,
ELEC,Boulevard Ford of Georgetown,40 Bridgeville Rd,Georgetown,DE,19947,302-856-2561,24 hours daily,A D Debit M V,,1,,GPS,38.698985,-75.39897166,J1772,US,CAR_DEALER,
ELEC,Preston Chrysler Dodge Jeep Ram of Millsboro,28380 Dupont Blvd,Millsboro,DE,19966,302-934-8282,24 hours daily,A D Debit M V,,1,,GPS,38.59025411,-75.30503417,J1772,US,CAR_DEALER,
ELEC,Delaware Botanic Gardens at Pepper Creek,30220 Piney Neck Rd,Dagsboro,DE,19939,410-533-7003,24 hours daily,A D Debit M V,,4,,GPS,38.56293164,-75.2225722,J1772,US,PARKING_LOT,
ELEC,Garfield Parkway Street Parking,214 DE-26,Bethany Beach,DE,19930,586-791-9221,24 hours daily,A D Debit M V,,2,,GPS,38.53840792,-75.05830205,J1772,US,STREET_PARKING,
ELEC,Bethany Beach Children's Playground,214 DE-26,Bethany Beach,DE,19930,302-539-1000,24 hours daily,A D Debit M V,,2,,GPS,38.53843765,-75.05789619,J1772,US,STREET_PARKING,
ELEC,Bethany Beach Municipal Parking Lot,6 S Pennsylvania Ave,Bethany Beach,DE,19930,302-539-1000,24 hours daily,A D Debit M V,,2,,GPS,38.53797944,-75.05726498,J1772,US,STREET_PARKING,
ELEC,Beach Break & Bakrie,123 Garfield Pkwy,Bethany Beach,DE,19930,302-537-3800,24 hours daily,A D Debit M V,,2,,GPS,38.53850235,-75.05670395,J1772,US,STREET_PARKING,
ELEC,York Beach Mall,1 York Beach Mall,South Bethany,DE,19930,302-539-3400,24 hours daily,A D Debit M V,,2,,GPS,38.51017092,-75.05497776,J1772,US,PARKING_LOT,
ELEC,Fenwick Shores,1501 Coastal Hwy,Fenwick Island,DE,19944,302-539-1000,24 hours daily,A D Debit M V,,2,,GPS,38.46482218,-75.05155302,J1772,US,HOTEL,
ELEC,Nielsen Ford,375 NJ-23,Sussex,NJ,7461,973-702-8000,24 hours daily,A D Debit M V,,1,,GPS,41.19849565,-74.59396357,J1772,US,CAR_DEALER,
ELEC,Family Ford Service Department,16 Maple Ave,Netcong,NJ,7857,973-347-3000,24 hours daily,A D Debit M V,,1,,GPS,40.89865481,-74.70560769,J1772,US,CAR_DEALER,
ELEC,Commercial Furniture Resource,319 Richard Mine Rd,Wharton,NJ,7885,973-442-1577,24 hours daily,A D Debit M V,,2,,GPS,40.91265726,-74.56970414,J1772,US,CAR_DEALER,
ELEC,Schumacher Chevrolet of Denville,281 US-46,Denville,NJ,7834,973-664-7584,24 hours daily,A D Debit M V,,2,,GPS,40.88859492,-74.46980059,J1772,US,CAR_DEALER,
ELEC,Waterview Building Office Building,10 Waterview Blvd,Parsippany,NJ,7054,303-858-9006,24 hours daily,A D Debit M V,,6,,GPS,40.87618573,-74.4257076,J1772,US,OFFICE_BLDG,
ELEC,William Paterson University - Lot 4,300 Pompton Rd,Wayne,NJ,7470,973-720-2541,24 hours daily,A D Debit M V,,5,,GPS,40.94480774,-74.20096541,J1772,US,PARKING_LOT,
ELEC,Fette Kia,1137 US-46,Clifton,NJ,7013,973-779-7000,24 hours daily,A D Debit M V,,1,,GPS,40.86930426,-74.18414811,J1772,US,CAR_DEALER,
ELEC,Hudson Street Parking Garage,25 Hudson St,Ridgewood,NJ,7450,,24 hours daily,A D Debit M V,,5,,GPS,40.97889059,-74.11960468,J1772,US,PARKING_GARAGE,
ELEC,Maxon Mazda Hyundai,2329 US-29,Union,NJ,7083,855-595-1664,24 hours daily,A D Debit M V,,2,,GPS,40.69173048,-74.29277322,J1772,US,CAR_DEALER,
ELEC,Sansone Kia,90-100 US-1 N,Avenel,NJ,7001,866-534-3579,24 hours daily,A D Debit M V,,,1,GPS,40.59123281,-74.27430331,J1772COMBO,US,CAR_DEALER,
ELEC,Wawa - Tesla Supercharger,580 Union Avenue,Bridgewater,NJ,8807,877-798-3752,24 hours daily,A D Debit M V,,,8,GPS,40.5678481,-74.56406846,TESLA,US,GAS_STATION,
ELEC,"Burbank, CA - North San Fernando Boulevard - Tesla Supercharger",1009 N San Fernando Blvd,Burbank,CA,91504,877-798-3752,24 hours daily,A D Debit M V,,,8,GPS,34.187451,-118.318014,TESLA,US,GROCERY,
ELEC,Valley Fuel Travel Plaza - Tesla Supercharger,6603  Betty Drive,Visalia,CA,93291,877-798-3752,24 hours daily,A D Debit M V,,,19,GPS,36.350904,-119.425046,TESLA,US,TRAVEL_CENTER,
ELEC,Sherman Ave & Station Ave Parking Lot,2087 Sherman Ave,Norwood,OH,45212,833-692-6787,24 hours daily,A D Debit M V,,2,,GPS,39.16068031,-84.45728057,J1772,US,PARKING_LOT,
ELEC,EV ARC - Glendale,1648 Canada Blvd,Glendale,CA,91208,818-548-2789,24 hours daily,,,2,,GPS,34.172201,-118.228852,J1772,US,PARKING_LOT,
ELEC,DOT Public EV Stations,2800 Berlin Tpk,Newington,CT,6111,860-594-3333,"24 hours daily; available for visitors, fleets, and employees",,,30,,200-8,41.67188,-72.71455,J1772,US,PARKING_LOT,
ELEC,McDonald's,102 W Frontage Rd,Aiken,SC,29805,,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D Debit M Trillium V,,,4,200-8,33.66454,-81.67482,J1772COMBO,US,RESTAURANT,
ELEC,The Gunnison Inn at Dos Rios,37478 US-50,Gunnison,CO,81230,970-641-1650,24 hours daily,A D Debit M V,,1,,GPS,38.52661841,-106.9631557,J1772,US,HOTEL,
ELEC,PF CA Cushman,15333 Avenue of Science,San Diego,CA,92128,833-479-7359,24 hours daily,ACCOUNT_BALANCE Debit,,10,,200-8,32.99373,-117.08,J1772,US,OFFICE_BLDG,
ELEC,PF CA Kaiser,3840 Murphy Canyon Rd,San Diego,CA,92123,833-479-7359,24 hours daily,ACCOUNT_BALANCE CREDIT,,10,,200-8,32.81229,-117.11747,J1772,US,OFFICE_BLDG,
ELEC,Vectra Bank Denver,7222 East Layton Ave Denver,Denver,CO,80237,855-223-5351,24 hours daily,A D M V,,8,,GPS,39.62696601,-104.9045138,J1772,US,PUBLIC,
ELEC,City of LA Lot 715,2371 Overland Ave,Los Angeles,CA,90064,866-300-3827,24 hours daily,A D Debit M V,,,4,GPS,34.04222535,-118.4253441,CHADEMO J1772COMBO,US,PARKING_LOT,
ELEC,Schoharie Elementary School,136 Academy Dr,Schoharie,NY,12157,844-798-2438,24 hours daily,A D Debit M V,,14,,GPS,42.66637879,-74.30819204,J1772,US,SCHOOL,
ELEC,Miller Honey Farms,80 Geraldson Rd,Newcastle,CA,95658,,8-5pm daily,,,1,,200-8,38.88518,-121.11061,J1772,US,OTHER,
ELEC,The Rockaway Hotel,108-10 Rockaway Beach Dr.,Rockaway Park,NY,11694,855-223-5351,24 hours daily,A D M V,,2,,GPS,40.581587,-73.830086,J1772,US,PUBLIC,
ELEC,Millennium Parking Garages,5 S Columbus Dr,Chicago,IL,60601,855-223-5351,24 hours daily,A D M V,,4,,GPS,41.88239072,-87.62066039,J1772,US,PUBLIC,
ELEC,Forbes Garage,400 Smithfield St,Pittsburgh,PA,15219,855-223-5351,24 hours daily,A D M V,,4,,GPS,40.43879,-79.99932,J1772,US,PUBLIC,
ELEC,Claire Pointe,95 Claire Pointe Rd,Burlington,VT,5408,,9am-5pm daily,A ACCOUNT_BALANCE CREDIT D Debit M V,,2,,GPS,44.526912,-73.2692421,J1772,US,STANDALONE_STATION,
ELEC,Vernon Area Public Library,300 Olde Half Day Rd,Lincolnshire,IL,60069,,"9am-9pm M-Th, 9am-5pm F-Sat, 10am-5pm Sun",A ACCOUNT_BALANCE CREDIT D Debit M V,,2,,GPS,42.1987907,-87.9366972,J1772,US,LIBRARY,
ELEC,Oberlin Elementary School,210 N Park St,Oberlin,OH,44074,,24 hours daily,CREDIT D M V,,4,,200-8,41.29571,-82.21249,J1772,US,SCHOOL,
ELEC,Harbor Springs,160 Zoll St,Harbor Springs,MI,49740,313-262-6722,24 hours daily,CREDIT,,2,,200-8,45.43086,-84.97668,J1772,US,MUNI_GOV,
ELEC,Hale,415 E Main St,Hale,MI,84739,313-262-6722,24 hours daily,CREDIT,,2,,200-8,44.37812,-83.79797,J1772,US,MUNI_GOV,
ELEC,Jackson Airport,3606 Wildwood Ave,Jackson,MI,49202,313-262-6722,24 hours daily,CREDIT,,2,3,200-8,42.25834,-84.46008,CHADEMO J1772 J1772COMBO,US,AIRPORT,
ELEC,Central Lake - Village Market,7993 E State St,Central Lake,MI,49622,313-262-6722,24 hours daily,CREDIT,,2,,GPS,45.07003728,-85.26363243,J1772,US,CONVENIENCE_STORE,
ELEC,Harrisville,200 N Fifth S,Harrisville,MI,48740,313-262-6722,24 hours daily,CREDIT,,4,,200-8,44.65831,-83.29595,J1772,US,STATE_GOV,
ELEC,South Haven,539 Phoenix St,South Haven,MI,49090,313-262-6722,24 hours daily,CREDIT,,4,,200-8,42.40349,-86.27226,J1772,US,RESTAURANT,
ELEC,Elk Rapids - Downtown,315 Bridge St,Elk Rapids,MI,49629,1-313-262-6722,24 hours daily,CREDIT,,4,,200-8,44.89631,-85.41149,J1772,US,SHOPPING_CENTER,
ELEC,Wixom Quick Stop,29330 Wixom Rd,Wixom,MI,48393,313-262-6722,24 hours daily,CREDIT,,,2,200-8,42.5066,-83.53584,J1772COMBO,US,CONVENIENCE_STORE,
ELEC,Whitehall - Downtown,405 E Colby St,Whitehall,MI,49461,313-262-6722,24 hours daily,CREDIT,,4,,200-8,43.40899,-86.34204,J1772,US,SHOPPING_CENTER,
ELEC,Northville,215 W Main St,Northville,MI,48167,313-262-6722,24 hours daily,CREDIT,,6,,200-8,42.43029,-83.48536,J1772,US,MUNI_GOV,
ELEC,MC3 - Courtyard,2475 W Grand Blvd,Detroit,MI,48208,313-262-6722,24 hours daily,CREDIT,,2,,200-8,42.36283,-83.09448,J1772,US,SHOPPING_CENTER,
ELEC,New Buffalo,17425 Red Arrow Hwy,New Buffalo,MI,49117,313-262-6722,24 hours daily,CREDIT,,6,,200-8,41.80478,-86.71788,J1772,US,PARK,
ELEC,Waterford - Shell Gas,4805 Dixie Hwy,Waterford,MI,49329,tel:+13132626722,24 hours daily,CREDIT,,,1,200-8,42.68986,-83.38609,CHADEMO J1772COMBO,US,PARK,
ELEC,Reagan National Airport - B/C Terminal Parking,2400 Ronald Reagan Washington National Airport Access Rd,Arlington,VA,22202,703-417-4300,24 hours daily; pay lot,,,65,,200-8,38.85235,-77.04417,J1772,US,AIRPORT,
ELEC,Bentley Pittsburgh,15001 Perry Hwy,Wexford,PA,15090,412-344-6010,24 hours daily,A D Debit M V,,1,,GPS,40.64670951,-80.07414471,J1772,US,CAR_DEALER,
ELEC,Lumen Field Parking Garage,300 S Royal Brougham Way,Seattle,WA,98104,,6am-11pm daily,A D Debit M V,,2,,GPS,47.59263846,-122.3308693,J1772,US,PARKING_GARAGE,
ELEC,Puget Sound Solar,805 Rainier Ave S,Seattle,WA,98144,206-706-1931,24 hours daily,A D Debit M V,,5,,GPS,47.5955737,-122.3118418,J1772,US,PARKING_LOT,
ELEC,800 Fifth Avenue Parking Garage,800 5th Ave,Seattle,WA,98104,206-621-9172,24 hours daily,A D Debit M V,,1,,GPS,47.6054544,-122.3300854,J1772,US,PARKING_GARAGE,
ELEC,US Bank Center Garage,1465 6th Ave,Seattle,WA,98101,206-223-4070,24 hours daily,A D Debit M V,,6,,GPS,47.61082605,-122.3343469,J1772,US,PARKING_GARAGE,
ELEC,Stone Way N Parking Garage,3400 Stone Way N,Seattle,WA,98103,,6am-10pm daily,A D Debit M V,,4,,GPS,47.64922814,-122.3420616,J1772,US,PARKING_GARAGE,
ELEC,University of Washington - Parking Area W40,814 NE Northlake Pl,Seattle,WA,98105,206-221-3701,24 hours daily,A D Debit M V,,4,,GPS,47.65488067,-122.3192112,J1772,US,PARKING_LOT,
ELEC,University of Washington - Parking Lot N22,4060 E Stevens Way NE,Seattle,WA,98195,206-221-3701,24 hours daily,A D Debit M V,,5,,GPS,47.65601494,-122.3050035,J1772,US,PARKING_LOT,
ELEC,Union Bay Plaza,4516 Union Bay Pl NE,Seattle,WA,98105,,24 hours daily,A D Debit M V,,5,,GPS,47.66197669,-122.293346,J1772,US,PARKING_LOT,
ELEC,The Vineyard at Florence,111 Via Francesco,Florence,TX,76527,512-572-7000,24 hours daily,A D Debit M V,,2,,GPS,30.84342528,-97.72777918,J1772,US,BREWERY_DISTILLERY_WINERY,
ELEC,Barrow Brewing Co,108 Royal St,Salado,TX,76571,254-947-3544,24 hours daily,A D Debit M V,,1,,GPS,30.94300754,-97.53626471,J1772,US,BREWERY_DISTILLERY_WINERY,
ELEC,Don Ringler Chevrolet,7777 S General Bruce Dr,Temple,TX,76502,254-598-4131,8am-7pm daily,A D Debit M V,,2,,GPS,31.0587445,-97.43614864,J1772,US,CAR_DEALER,
ELEC,Johnson Brothers Ford Lincoln,7455 S General Bruce Dr,Temple,TX,76502,254-773-5257,9am-8pm daily,A D Debit M V,,1,,GPS,31.0617655,-97.43258797,J1772,US,CAR_DEALER,
ELEC,Killeen Hyundai,3221 E Central Texas Expy,Killeen,TX,76543,254-213-5847,9am-8pm daily,A D Debit M V,,1,,GPS,31.08639695,-97.70623971,J1772,US,CAR_DEALER,
ELEC,Killeen Ford,3301 E Central Texas Expy,Killeen,TX,76543,254-220-4222,9am-8pm daily,A D Debit M V,,1,,GPS,31.08592739,-97.70719439,J1772,US,CAR_DEALER,
ELEC,Soldiers of Real Estate,4000 Bacon Ranch Rd,Killeen,TX,76542,254-618-5140,24 hours daily,A D Debit M V,,1,,GPS,31.0798791,-97.70189958,J1772,US,PARKING_LOT,
ELEC,Best Western Plus - Killeen,2709 Cunningham Rd,Killeen,TX,76542,254-634-5560,24 hours daily,A D Debit M V,,1,,GPS,31.08505418,-97.71191345,J1772,US,HOTEL,
ELEC,National Mounted Warrior Museum,"Building 69000, 105 Trooper Lp",Fort Hood,TX,76544,254-213-5014,24 hours daily,A D Debit M V,,3,,GPS,31.1255471,-97.76814524,J1772,US,MUSEUM,
ELEC,Ascend Carolina Forest,101 Ascend Loop,Myrtle Beach,SC,29579,800-636-0986,24 hours daily,A D Debit M V,,2,,GPS,33.75310182,-78.87420789,J1772,US,PARKING_LOT,
ELEC,Tapestry University City Arlington Properties,5340 Periwinkle Hill Ave,Charlotte,NC,28213,800-636-0986,24 hours daily,A D Debit M V,,2,,GPS,35.28571385,-80.7585406,J1772,US,PARKING_LOT,
ELEC,Fireside Market & Eatery,78337 US-40 B1665,Winter Park,CO,80482,970-363-7750,24 hours daily,,,2,,200-8,39.92583,-105.78754,J1772,US,PARKING_GARAGE,
ELEC,Midtown Enel Juicebox,525 NW 11th St,Oklahoma City,OK,73109,,24 hours daily,CREDIT Debit,,2,,GPS,35.480651,-97.51409518,J1772,US,PARKING_LOT,
ELEC,Smicklas Chevrolet,8900 Northwest Expy,Oklahoma City,OK,73162,405-445-4182,7am-7pm M-Sat,CREDIT Debit,,2,,GPS,35.57162167,-97.67173234,J1772,US,CAR_DEALER,
ELEC,Together We Center,620 N Cemetery Road,Yukon,OK,73099,405-265-0193,24 hours daily,,,1,,GPS,35.47422225,-97.75949904,J1772,US,GROCERY,
ELEC,YMCA of the Rockies - Snow Mountain Ranch,1101 Co Rd 53,Granby,CO,80446,970-887-2152,24 hours daily,A D Debit M V,,2,,GPS,39.98804001,-105.9259856,J1772,US,PARKING_LOT,
ELEC,Winter Park Resort - B Lot,580 Winter Park Dr,Winter Park,CO,80482,970-726-5514,24 hours daily,A D Debit M V,,8,,GPS,39.88455758,-105.76042,J1772,US,PARKING_LOT,
ELEC,Village Parking Garage,200 Nystrom Ln,Parshall,CO,80468,,24 hours daily,A D Debit M V,,6,,GPS,39.88400899,-105.7626575,J1772,US,PARKING_GARAGE,
ELEC,Howling Cow Café,5821 W Co Rd 54E,Bellvue,CO,80512,970-980-9560,24 hours daily,A D Debit M V,,2,,GPS,40.64810837,-105.1826788,J1772,US,PARKING_LOT,
ELEC,Ken Garff Ford Ft. Collins,4809 S College Ave,Fort Collins,CO,80525,970-829-3700,24 hours daily,A D Debit M V,,1,,GPS,40.52014455,-105.0780132,J1772,US,CAR_DEALER,
ELEC,3rd St Parking,329 3rd St,Windsor,CO,80550,,24 hours daily,A D Debit M V,,1,,GPS,40.47764168,-104.9006884,J1772,US,PARKING_LOT,
ELEC,Loveland Ford,3905 Mountain Lion Dr,Loveland,CO,80537,970-667-2220,24 hours daily,A D Debit M V,,6,,GPS,40.4065478,-105.0202157,J1772,US,CAR_DEALER,
ELEC,Days Inn Greeley,5630 W 10th St,Greeley,CO,80634,970-573-6876,24 hours daily,A D Debit M V,,1,,GPS,40.42088969,-104.7721235,J1772,US,HOTEL,
ELEC,Fowler Kia of Longmont,10258 E I-25 Frontage Rd,Longmont,CO,80504,303-532-8500,24 hours daily,A D Debit M V,,,1,GPS,40.14967741,-104.9785124,CHADEMO J1772COMBO,US,CAR_DEALER,
ELEC,La Bella Vita Kitchen and Bar,1515 George Washington Way,Richland,WA,99354,,24 hours daily,A D Debit M V,,1,,GPS,46.29259769,-119.2747408,J1772,US,RESTAURANT,
ELEC,Marina Shopping Center,3201 W Benjamin Holt Dr,Stockton,CA,95219,866-300-3827,24 hours daily,A D Debit M V,,10,4,GPS,38.00609461,-121.3563899,CHADEMO J1772 J1772COMBO,US,SHOPPING_CENTER,
ELEC,Cadence at Frisco Station,4160 Gridiron Rd,Frisco,TX,75034,817-659-1030,24 hours daily,CREDIT Debit,,11,,GPS,33.112613,-96.830902,J1772,US,PARKING_GARAGE,
E85,Sheetz #639,1101 N Canfield Niles Rd,Austintown,OH,44515,330-330-8762,24 hours daily,A ANDROID_PAY APPLE_PAY Cash D FleetOne FuelMan M V Voyager Wright_Exp,,,,200-8,41.12706,-80.76796,,US,GAS_STATION,
E85,Power Market,192 Lathrop Rd,Lathrop,CA,95330,209-858-4998,24 hours daily,A Cash D FleetOne FuelMan M Trillium V Voyager,,,,200-8,37.82587,-121.28661,,US,GAS_STATION,"[""E40-Plus""]"
ELEC,W King St Parking,680 W King St,Boone,NC,28607,828-268-6200,24 hours daily,,,2,,200-8,36.21907,-81.68429,J1772,US,PARKING_LOT,
ELEC,Boone Town Parking,567 W King St,Boone,NC,28607,828-268-6200,24 hours daily,,,2,,200-8,36.21767,-81.68326,J1772,US,PARKING_LOT,
ELEC,Best Western Plus - Stephenville Inn,121 S Lockhart Rd,Stephenville,TX,76401,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.2023714,-98.2404544,J1772,US,HOTEL,
ELEC,Quality Inn,2700 S Cherry Ln,Fort Worth,TX,76116,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.7353145,-97.4517544,J1772,US,HOTEL,
ELEC,Motel 6,200 N Interstate 35 E Rd,Waxahachie,TX,75165,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.407364,-96.873015,J1772,US,HOTEL,
ELEC,La Quinta Inn & Suites by Wyndham - Waxahachie,311 Stadium Dr,Waxahachie,TX,75165,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.4166242,-96.8361756,J1772,US,HOTEL,
ELEC,Courtyard by Marriott - Longview North,1125 E Hawkins Pkwy,Longview,TX,75605,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.5475638,-94.7228548,J1772,US,HOTEL,
ELEC,Candlewood Suites - Longview,2904 Tuttle Blvd,Longview,TX,75605,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.5441918,-94.7511658,J1772,US,HOTEL,
ELEC,Holiday Inn Longview - North,300 Tuttle Cir,Longview,TX,75605,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.544789,-94.752652,J1772,US,HOTEL,
ELEC,Staybridge Suites - Longview,3409 N Fourth St,Longview,TX,75605,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.5457144,-94.732903,J1772,US,HOTEL,
ELEC,Quality Inn & Suites Terrell,103 Mira Pl,Terrell,TX,75160,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.704029,-96.278688,J1772,US,HOTEL,
ELEC,Inn of Rockwall Texas,1130 I-30,Rockwall,TX,75087,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.9089211,-96.4503628,J1772,US,HOTEL,
ELEC,Motel 6 - Ennis,100 I-45,Ennis,TX,75119,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.324522,-96.608602,J1772,US,HOTEL,
ELEC,Rose City Inn & Suites,"2631 W NW, Loop 323",Tyler,TX,75702,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,32.381689,-95.3310569,J1772,US,HOTEL,
ELEC,Sure Stay Plus by Best Western Plano,640 E Park Blvd,Plano,TX,75074,866-350-2738,24 hours daily,A CREDIT D M V,,2,,GPS,33.0283241,-96.7076761,J1772,US,HOTEL,
ELEC,Mission College - Parking Lot C,3000 Mission College Blvd,Santa Clara,CA,95054,408-855-5435,24 hours daily,A APPLE_PAY D M V,,26,,GPS,37.39337497,-121.9818072,J1772,US,COLLEGE_CAMPUS,
ELEC,Mission College - Parking Lot D,3000 Mission College Blvd,Santa Clara,CA,95054,408-855-5435,24 hours daily,A APPLE_PAY D M V,,19,4,GPS,37.39304672,-121.9831916,CHADEMO J1772 J1772COMBO,US,COLLEGE_CAMPUS,
ELEC,West Valley College - Parking Lot 2,14000 Fruitvale Ave,Saratoga,CA,95070,408-855-5435,24 hours daily,A APPLE_PAY D M V,,20,,GPS,37.26406181,-122.0108831,J1772,US,COLLEGE_CAMPUS,
ELEC,West Valley College - Parking Lot 4,14000 Fruitvale Ave,Saratoga,CA,95070,408-855-5435,24 hours daily,A APPLE_PAY D M V,,19,2,GPS,37.26465748,-122.0130801,CHADEMO J1772 J1772COMBO,US,COLLEGE_CAMPUS,
ELEC,West Valley College - Parking Lot 5,14000 Fruitvale Ave,Saratoga,CA,95070,408-855-5435,24 hours daily,A APPLE_PAY D M V,,19,2,GPS,37.26289692,-122.0129264,CHADEMO J1772 J1772COMBO,US,COLLEGE_CAMPUS,
ELEC,West Valley College - Parking Lot 7,14000 Fruitvale Ave,Saratoga,CA,95070,408-855-5435,24 hours daily,A APPLE_PAY D M V,,14,,GPS,37.26433219,-122.0060457,J1772,US,COLLEGE_CAMPUS,
ELEC,Autumn Springs,1700 Paseo Leguna Seco,Livermore,CA,94551,925-434-5154,24 hours daily,CREDIT,,10,,GPS,37.69725498,-121.781529,J1772,US,MULTI_UNIT_DWELLING,
ELEC,Granite Falls Police Station,205 S Granite Ave,Granite Falls,WA,98252,360-691-6611,24 hours daily,A D Debit M V,,2,,GPS,48.08169718,-121.9688171,J1772,US,PARKING_LOT,
ELEC,Granite Falls City Hall,215 S Granite Ave,Granite Falls,WA,98252,360-691-6734,24 hours daily,A D Debit M V,,1,,GPS,48.08125997,-121.9686877,J1772,US,PARKING_LOT,
ELEC,TownePlace Suites by Marriott Fresno,7127 N Fresno St,Fresno,CA,93720,866-300-3827,24 hours daily,A D Debit M V,,,6,GPS,36.83990324,-119.7836306,CHADEMO J1772COMBO,US,HOTEL,
ELEC,Days Inn,523 S Shiloh Dr,Fayeteville,AR,72704,479-444-9800,24 hours daily; For guests only,Cash CREDIT,,1,,200-8,36.0578,-94.19834,TESLA,US,HOTEL,
ELEC,Axis West Flats,1205 Benton St,Lakewood,CO,80214,949-945-2000,24 hours daily,CREDIT,,4,,200-8,39.73547,-105.0559,J1772,US,MULTI_UNIT_DWELLING,
ELEC,Hamilton City Hall,223 S 2nd St,Hamilton,MT,59840,406-363-2101,24 hours daily,,,2,,200-8,46.24531,-114.15731,J1772,US,MUNI_GOV,
ELEC,Courtyard by Marriott Sunnyvale,660 W El Camino Real,Sunnyvale,CA,94087,404-737-7377,24 hours daily; guest use only,,,2,,200-8,37.36912,-122.03962,J1772,US,HOTEL,
ELEC,Hilton Garden Inn,2201 M St NW,Washington,DC,20037,202-974-6010,24 hours daily; guest use only,,,2,,GPS,38.9056279,-77.04896502,J1772,US,HOTEL,
E85,Speedway #8791,1923 E Michigan Ave,Lansing,MI,48912,1-800-643-1948,24 hours daily,A Cash D FleetOne M Trillium V Voyager,,,,200-8,42.73391,-84.52281,,US,GAS_STATION,
E85,BP,4940 Illinois Rte 59,Naperville,IL,60564,630-904-8490,24 hours daily,A Cash D FleetOne M Trillium V Voyager,,,,GPS,41.68113524,-88.20407817,,US,GAS_STATION,
E85,Moorpark 76,13800 Princeton Ave,Moorpark,CA,93021,805-529-1442,5am-11pm daily,A ANDROID_PAY APPLE_PAY Cash D FleetOne M Trillium V Voyager,,,,200-8,34.28522,-118.8744,,US,GAS_STATION,
ELEC,Savage City Hall,6000 McColl Dr,Savage,MN,55378,952-882-2660,24 hours daily,CREDIT,,4,,200-8,44.76546,-93.35486,J1772,US,MUNI_GOV,
ELEC,University of North Carolina Charlotte - Union Deck,8755 Student Union Ln,Charlotte,NC,28223,704-687-0161,Garage Business Hours,,,4,,200-8,35.30918,-80.73521,J1772,US,COLLEGE_CAMPUS,
ELEC,University of North Carolina Charlotte - North Deck,9628 Poplar Ln,Charlotte,NC,28223,704-687-0161,Garage Business Hours,,,5,,GPS,35.31303417,-80.73129482,J1772,US,COLLEGE_CAMPUS,
E85,RaceTrac,7854 Senoia Rd,Fairburn,GA,30213,770-306-2418,24 hours daily,A ANDROID_PAY APPLE_PAY Cash D FleetOne M Trillium V,,,,GPS,33.54203933,-84.57747393,,US,GAS_STATION,
E85,Sunoco,2795 W 79th St,Hialeah,FL,33016,305-826-4919,24 hours daily,A Cash D FleetOne M Trillium V,,,,200-8,25.89448,-80.33969,,US,GAS_STATION,
E85,Sunoco,21250 Sheridan St,Davie,FL,33332,954-450-9003,24 hours daily,A Cash D FleetOne M V,,,,200-8,26.02887,-80.43191,,US,GAS_STATION,
